Year,Campus,Discipline,Net Stipend,Source
2007,Berkeley,Engineering & CS,16320,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Fine Arts,18560,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Health Sciences,18597,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Humanities,19160,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Life Sciences,22605,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Other,19914,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Physical Sciences,21526,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Professional,13308,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Social Sciences,18131,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Berkeley,Total,18641,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Engineering & CS,16320,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Fine Arts,18560,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Health Sciences,18597,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Humanities,19160,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Life Sciences,22605,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Other,19914,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Physical Sciences,21526,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Professional,13308,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Social Sciences,18131,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Davis,Total,18641,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Engineering & CS,11330,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Fine Arts,11466,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Health Sciences,23133,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Humanities,13993,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Life Sciences,22357,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Other,16759,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Physical Sciences,19916,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Professional,5114,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Social Sciences,15272,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Irvine,Total,15500,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Engineering & CS,13482,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Fine Arts,14768,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Health Sciences,20484,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Humanities,17932,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Life Sciences,24036,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Other,21224,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Physical Sciences,21482,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Professional,12844,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Social Sciences,17311,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Los Angeles,Total,17716,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Merced,Engineering & CS,15674,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Merced,Life Sciences,20086,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Merced,Other,14283,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Merced,Physical Sciences,20219,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Merced,Social Sciences,10181,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Merced,Total,17187,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Engineering & CS,15075,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Fine Arts,5307,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Humanities,15464,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Life Sciences,19317,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Other,19915,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Physical Sciences,19556,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Professional,1131,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Social Sciences,13282,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Riverside,Total,15296,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Engineering & CS,16885,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Fine Arts,12414,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Health Sciences,19736,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Humanities,16237,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Life Sciences,22178,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Other,18936,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Physical Sciences,21059,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Professional,-5886,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Social Sciences,17043,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Diego,Total,18021,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Francisco,Health Sciences,20639,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Francisco,Life Sciences,25179,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,San Francisco,Total,20939,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Engineering & CS,20087,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Fine Arts,13625,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Humanities,13075,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Life Sciences,21473,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Other,16917,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Physical Sciences,20589,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Professional,3651,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Social Sciences,13947,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Barbara,Total,15976,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Engineering & CS,10522,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Fine Arts,14030,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Humanities,16574,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Life Sciences,17926,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Other,14944,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Physical Sciences,19589,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Professional,7259,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Social Sciences,13854,"""Graduate Student Support"" Excel sheets (copy-paste)"
2007,Santa Cruz,Total,15275,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Engineering & CS,16444,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Fine Arts,19074,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Health Sciences,20002,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Humanities,19270,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Life Sciences,22959,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Other,18372,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Physical Sciences,22427,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Professional,13950,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Social Sciences,18724,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Berkeley,Total,19035,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Engineering & CS,12558,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Fine Arts,10683,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Health Sciences,18540,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Humanities,17120,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Life Sciences,18229,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Other,16136,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Physical Sciences,17404,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Professional,1467,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Social Sciences,14379,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Davis,Total,15494,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Engineering & CS,10268,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Fine Arts,10801,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Health Sciences,23378,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Humanities,15063,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Life Sciences,22623,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Other,18879,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Physical Sciences,19836,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Professional,9717,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Social Sciences,14108,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Irvine,Total,15498,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Engineering & CS,14334,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Fine Arts,13669,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Health Sciences,21020,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Humanities,18230,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Life Sciences,23310,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Other,16949,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Physical Sciences,21987,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Professional,11531,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Social Sciences,16195,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Los Angeles,Total,17439,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Merced,Engineering & CS,14890,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Merced,Life Sciences,17311,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Merced,Other,14402,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Merced,Physical Sciences,17740,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Merced,Social Sciences,10149,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Merced,Total,15695,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Engineering & CS,15437,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Fine Arts,4689,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Humanities,16194,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Life Sciences,19849,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Other,15820,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Physical Sciences,19833,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Professional,318,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Social Sciences,12795,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Riverside,Total,15476,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Engineering & CS,17295,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Fine Arts,12864,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Health Sciences,23380,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Humanities,16720,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Life Sciences,22354,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Other,21842,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Physical Sciences,21727,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Professional,-4969,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Social Sciences,17350,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Diego,Total,18494,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Francisco,Health Sciences,20411,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Francisco,Life Sciences,25627,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,San Francisco,Total,21345,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Engineering & CS,21128,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Fine Arts,14153,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Humanities,14296,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Life Sciences,22379,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Other,17076,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Physical Sciences,20240,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Professional,2640,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Social Sciences,14505,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Barbara,Total,16257,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Engineering & CS,9741,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Fine Arts,15373,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Humanities,15903,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Life Sciences,20089,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Other,14947,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Physical Sciences,19479,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Professional,7542,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Social Sciences,14359,"""Graduate Student Support"" Excel sheets (copy-paste)"
2008,Santa Cruz,Total,15376,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Engineering & CS,16943,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Fine Arts,18114,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Health Sciences,18129,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Humanities,19013,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Life Sciences,22920,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Other,19789,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Physical Sciences,22528,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Professional,12865,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Social Sciences,18164,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Berkeley,Total,19047,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Engineering & CS,13193,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Fine Arts,10599,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Humanities,16180,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Life Sciences,17461,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Other,14418,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Physical Sciences,18601,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Professional,3171,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Social Sciences,14533,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Davis,Total,15329,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Engineering & CS,9812,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Fine Arts,11834,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Humanities,14552,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Life Sciences,22062,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Other,15631,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Physical Sciences,19320,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Professional,13234,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Social Sciences,15402,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Irvine,Total,15486,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Engineering & CS,13349,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Fine Arts,13036,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Health Sciences,12229,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Humanities,17396,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Life Sciences,24214,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Other,17688,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Physical Sciences,23117,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Professional,12073,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Social Sciences,16996,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Los Angeles,Total,17584,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Merced,Engineering & CS,17939,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Merced,Life Sciences,19750,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Merced,Other,21191,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Merced,Physical Sciences,16263,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Merced,Social Sciences,13028,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Merced,Total,18295,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Riverside,Engineering & CS,15692,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Riverside,Fine Arts,-42,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Riverside,Humanities,16723,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Riverside,Life Sciences,19169,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Riverside,Physical Sciences,20051,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Riverside,Professional,1802,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Riverside,Social Sciences,10982,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Riverside,Total,15006,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Engineering & CS,17182,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Fine Arts,12180,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Humanities,17093,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Life Sciences,23230,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Other,20238,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Physical Sciences,22076,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Professional,3754,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Social Sciences,17687,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Diego,Total,18712,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Francisco,Engineering & CS,14962,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Francisco,Health Sciences,11054,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Francisco,Life Sciences,15958,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Francisco,Social Sciences,-391,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,San Francisco,Total,13823,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Engineering & CS,21147,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Fine Arts,11981,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Humanities,13738,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Life Sciences,20716,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Other,14210,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Physical Sciences,20891,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Professional,2420,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Social Sciences,12356,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Barbara,Total,15580,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Engineering & CS,11556,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Fine Arts,11823,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Humanities,15374,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Life Sciences,18020,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Other,16479,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Physical Sciences,20205,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Professional,12119,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Social Sciences,12634,"""Graduate Student Support"" Excel sheets (copy-paste)"
2009,Santa Cruz,Total,15667,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Engineering & CS,22542,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Fine Arts,19320,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Health Sciences,17622,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Humanities,19506,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Life Sciences,25227,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Other,20034,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Physical Sciences,23614,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Professional,14950,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Social Sciences,20150,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Berkeley,Total,21514,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Engineering & CS,14543,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Fine Arts,13777,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Health Sciences,49779,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Humanities,17842,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Life Sciences,19393,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Other,16384,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Physical Sciences,20502,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Professional,2151,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Social Sciences,16043,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Davis,Total,16949,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Engineering & CS,14508,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Fine Arts,13752,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Humanities,15551,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Life Sciences,25479,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Other,19742,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Physical Sciences,21336,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Professional,17818,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Social Sciences,17661,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Irvine,Total,18467,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Engineering & CS,13050,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Fine Arts,14868,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Health Sciences,16294,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Humanities,19281,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Life Sciences,25436,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Other,13557,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Physical Sciences,24364,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Professional,14191,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Social Sciences,18580,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Los Angeles,Total,18771,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Engineering & CS,21407,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Life Sciences,25381,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Other,20641,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Physical Sciences,20098,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Social Sciences,17079,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Total,21587,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Merced,Joint/Unknown,21867,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Engineering & CS,15715,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Fine Arts,2960,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Humanities,17210,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Life Sciences,20782,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Physical Sciences,20761,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Professional,-289,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Social Sciences,11056,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,Riverside,Total,15740,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Engineering & CS,17966,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Fine Arts,13276,"""Graduate Student Support"" Excel sheets (copy-paste)"
2010,San Diego,Humanities,17173,"""Graduate Student Support"" Excel sheets (copy-paste)"
